change,algo,strategy,seed,post_gap,auc_gap,vs_maxmin,epoch0_gap
vm_fail,GA,restart,2,0.028329742914647914,0.06955352230354322,1.0120439843130107,0.04420960960481404
vm_fail,GA,restart,3,0.025595427906634122,0.07650451774290802,1.011647995105467,0.04140748716820941
vm_fail,GA,restart,4,0.03033389682633229,0.146032653691619,1.0155416349506183,0.04614044988929903
vm_fail,GA,restart,5,0.023661118605019696,0.07667662131791049,1.0129280429358578,0.028408975812373796
vm_fail,GA,restart,6,0.027137861722002825,0.10808299104493765,1.0162896324741444,0.02209904721246857
vm_fail,GA,restart,7,0.02241389080048934,0.08788257713523197,1.0107068488422255,0.0360462013115298
vm_fail,GA,restart,8,0.020857943135494987,0.05741262063974578,1.0068179888981184,0.03829356279773471
vm_fail,GA,restart,9,0.027103049788652057,0.14500646970031755,1.017293162326555,0.029749702161615443
vm_fail,GA,continue,0,0.029824415595549436,0.03886512361588437,1.0196910837717614,0.03330845355709214
vm_fail,GA,continue,1,0.02856091398208937,0.04126829238303107,1.0153106290144371,0.044737215045632446
vm_fail,GA,continue,2,0.029932619225475326,0.05267000532468561,1.0136378642562751,0.04420960960481404
vm_fail,GA,continue,3,0.03628458401860423,0.05192892766727579,1.0221183476323392,0.04140748716820941
vm_fail,GA,continue,4,0.02506909288062829,0.060775128550112224,1.0103816356644546,0.04614044988929903
vm_fail,GA,continue,5,0.022247853918720445,0.03938538122652289,1.0115180191402562,0.028408975812373796
vm_fail,GA,continue,6,0.025631190595971336,0.06119428164236919,1.0148150622426924,0.02209904721246857
vm_fail,GA,continue,7,0.027003031972356296,0.05442242203685088,1.0152563006141537,0.0360462013115298
vm_fail,GA,continue,8,0.024599381734361565,0.05379210831739114,1.0105091888576174,0.03829356279773471
vm_fail,GA,continue,9,0.03171493431120914,0.05723185388184475,1.0218626726183409,0.029749702161615443
vm_fail,GA,hypermut,0,0.035380385172667485,0.0647312095817599,1.025192433295468,0.03306287604526271
vm_fail,GA,hypermut,1,0.02515331555503674,0.05879649814856134,1.011958996117475,0.059937501534241724
vm_fail,GA,hypermut,2,0.030015967683089322,0.07389626037559707,1.013719233114351,0.03223336980709759
vm_fail,GA,hypermut,3,0.029894248998229893,0.06670384734979487,1.0158521820338806,0.04841866870878225
vm_fail,GA,hypermut,4,0.025530061386407267,0.14737405244751142,1.0108279210946634,0.03357593997128304
vm_fail,GA,hypermut,5,0.026889153602844006,0.06033533414984673,1.016116030258292,0.04849660048346365
vm_fail,GA,hypermut,6,0.024554355969062244,0.1071655189913218,1.0137033461663854,0.04308730027509927
vm_fail,GA,hypermut,7,0.02439622759432225,0.08633823644126895,1.0126879774478066,0.02134697565498769
vm_fail,GA,hypermut,8,0.03042711102785921,0.07886994052231308,1.0162367966968069,0.034422977134689614
vm_fail,GA,hypermut,9,0.030163837473828857,0.11344097444902676,1.0203069976972428,0.05026213878277102
vm_add,QI-MRFO,restart,0,0.10402121712270804,0.2880311490744895,1.0784010929964327,0.04447783037121954
vm_add,QI-MRFO,restart,1,0.07779239891486166,0.2543533749412769,1.0487808320026264,0.030569763215201554
vm_add,QI-MRFO,restart,2,0.08395345919924883,0.18236302393579323,1.0558614443564127,0.031048216084085485
vm_add,QI-MRFO,restart,3,0.0691045391757878,0.23532611759813388,1.0359247397505853,0.01984229684932734
vm_add,QI-MRFO,restart,4,0.10785262734115861,0.2866428400048044,1.0689298420987412,0.03833270170130556
vm_add,QI-MRFO,restart,5,0.10916053850003234,0.20952933343297314,1.0854101335257402,0.017162763133198245
vm_add,QI-MRFO,restart,6,0.08631906364315353,0.2488367578416207,1.0593290623923841,0.026598728744171754
vm_add,QI-MRFO,restart,7,0.08742256828452918,0.2842535068398514,1.0544068977228096,0.0683811368309602
vm_add,QI-MRFO,restart,8,0.08722367163587738,0.2056982939702346,1.0571410116813316,0.05749953293626187
vm_add,QI-MRFO,restart,9,0.0687443635908255,0.26869235343299047,1.0459319896433867,0.020232254787472953
vm_add,QI-MRFO,continue,0,0.07916671531499178,0.09504695486281405,1.0541661165542568,0.04447783037121954
vm_add,QI-MRFO,continue,1,0.056258068968602616,0.08450229984714003,1.027777807909343,0.030569763215201554
vm_add,QI-MRFO,continue,2,0.06428863485017167,0.07783695056037312,1.0368836806065236,0.031048216084085485
vm_add,QI-MRFO,continue,3,0.07094006163736219,0.08394586690582895,1.0377073078717793,0.01984229684932734
vm_add,QI-MRFO,continue,4,0.07880224433284375,0.09794358566652292,1.0409294635572675,0.03833270170130556
vm_add,QI-MRFO,continue,5,0.07337132352912014,0.08230076398597361,1.050407470871956,0.017162763133198245
vm_add,QI-MRFO,continue,6,0.0569881484866015,0.07022474591241917,1.0309035805437605,0.026598728744171754
vm_add,QI-MRFO,continue,7,0.0770357543041581,0.10501233046350722,1.0443898970891723,0.0683811368309602
