algo,instance,n,m,seed,budget,best,makespan,energy_Wh,lb,gap,runtime_s,evals,wasted,neutral,improving,move_size,gb_impr_per_1k,div_end,purity_end,move_sizes_early,move_sizes_late,case
DMO,n50 m10 bimodal high,50,10,1,10000,44.775601231085254,44.775601231085254,22.7194369764498,25.10693322506205,0.7833958783301218,3.9965591430664062,9933,0.05333333333333334,0.0796969696969697,0.2016161616161616,25.76919191919192,0.20134903855834088,0.7947126436781609,,28.024848484848484,23.513535353535353,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,2,10000,41.520599716647446,41.520599716647446,21.36029859968778,25.10693322506205,0.6537503543125319,3.2613937854766846,9933,0.05171717171717172,0.0802020202020202,0.21171717171717172,25.37929292929293,0.30202355783751134,0.7281379310344828,,28.228080808080808,22.53050505050505,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,3,10000,36.91914903773094,36.91914903773094,19.82759597147012,25.10693322506205,0.47047625079425426,3.54520320892334,9934,0.0497979797979798,0.0696969696969697,0.21191919191919192,25.966565656565656,0.50332192470304,0.8079999999999999,,27.956767676767676,23.976363636363637,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,4,10000,37.51852219103773,37.51852219103773,20.017594322700823,25.10693322506205,0.4943490650457572,3.5503010749816895,9933,0.048484848484848485,0.08393939393939394,0.21363636363636362,24.89939393939394,1.2080942313500453,0.5933793103448276,,27.19878787878788,22.6,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,5,10000,39.541033862214604,39.541033862214604,20.7932545649611,25.10693322506205,0.5749049677936873,3.6490232944488525,9933,0.05141414141414141,0.07808080808080808,0.21303030303030304,25.743434343434345,0.30202355783751134,0.6926896551724139,,29.013939393939395,22.472929292929294,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,6,10000,36.48444049698489,36.48444049698489,19.558777990243115,25.10693322506205,0.4531619680481593,7.488419532775879,9933,0.05272727272727273,0.0692929292929293,0.2106060606060606,25.684848484848484,0.8053961542333635,0.7434942528735633,,28.2,23.169696969696968,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,7,10000,39.77567394054973,39.77567394054973,20.94947203521706,25.10693322506205,0.5842505965979613,4.002862453460693,9934,0.05242424242424242,0.07808080808080808,0.21141414141414142,24.82808080808081,0.40265753976243207,0.6797701149425288,,27.526464646464646,22.12969696969697,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,8,10000,37.93068025718525,37.93068025718525,20.28935354779527,25.10693322506205,0.510765170607232,3.557978868484497,9933,0.052626262626262625,0.07828282828282829,0.21464646464646464,25.23,0.6040471156750227,0.5897931034482758,,28.044040404040405,22.415959595959595,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,9,10000,39.981958797843745,39.981958797843745,20.8801282080563,25.10693322506205,0.5924668472823778,4.023297071456909,9933,0.05070707070707071,0.07676767676767676,0.21616161616161617,25.053535353535352,0.8053961542333635,0.6802758620689656,,27.595757575757577,22.51131313131313,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,10,10000,42.895582133730215,42.895582133730215,22.22154626604785,25.10693322506205,0.7085154028653454,4.095163106918335,9933,0.05070707070707071,0.07121212121212121,0.21353535353535352,25.314040404040405,0.8053961542333635,0.7726896551724138,,26.853131313131314,23.774949494949496,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,11,10000,38.03692679957377,38.03692679957377,20.16050521815128,25.10693322506205,0.5149969316684541,3.983618974685669,9933,0.05131313131313131,0.07909090909090909,0.20575757575757575,25.831717171717173,0.40269807711668176,0.6403218390804598,,28.822828282828283,22.84060606060606,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,12,10000,36.60354538524942,36.60354538524942,19.54433039775124,25.10693322506205,0.4579058723393309,6.441850185394287,9933,0.0496969696969697,0.07505050505050505,0.21535353535353535,25.614747474747475,0.6040471156750227,0.7048275862068966,,28.23878787878788,22.99070707070707,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,13,10000,34.71873786578473,34.71873786578473,18.91322030130813,25.10693322506205,0.38283467576709285,3.2072315216064453,9933,0.0503030303030303,0.07424242424242425,0.2222222222222222,25.691414141414143,1.1074197120708749,0.7151724137931035,,28.82040404040404,22.562424242424242,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,14,10000,41.82397765370253,41.82397765370253,21.4725092483205,25.10693322506205,0.6658337869777468,4.950371503829956,9933,0.05404040404040404,0.06787878787878789,0.21606060606060606,25.508787878787878,0.40269807711668176,0.7338850574712643,,27.90949494949495,23.108080808080807,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,15,10000,40.11685960083079,40.11685960083079,20.934145598163383,25.10693322506205,0.5978398971000428,3.732255697250366,9933,0.05383838383838384,0.07505050505050505,0.20404040404040405,25.693838383838383,0.6040471156750227,0.7067126436781609,,28.45111111111111,22.936565656565655,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,16,10000,43.00144198297285,43.00144198297285,22.150333980463962,25.10693322506205,0.7127317620794992,3.359255313873291,9934,0.05292929292929293,0.08,0.20929292929292928,25.5389898989899,0.20132876988121604,0.7942528735632185,,27.55757575757576,23.520404040404042,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,17,10000,38.47654249617405,38.47654249617405,20.235960870746833,25.10693322506205,0.532506664643784,3.7443184852600098,9933,0.051515151515151514,0.07131313131313131,0.2080808080808081,25.507070707070707,1.1074197120708749,0.7116321839080461,,27.918787878787878,23.095353535353535,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,18,10000,37.09580524972938,37.09580524972938,19.888625449429433,25.10693322506205,0.4775124033348641,3.771475315093994,9933,0.048585858585858586,0.07474747474747474,0.21464646464646464,25.394848484848485,0.0,0.6724137931034483,,28.527676767676766,22.262020202020203,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,19,10000,31.318591471990725,31.318591471990725,17.670535419334882,25.10693322506205,0.24740808410356233,5.930169105529785,9933,0.05404040404040404,0.0694949494949495,0.21141414141414142,25.00141414141414,0.0,0.699448275862069,,28.194545454545455,21.808282828282827,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,20,10000,37.17273028515783,37.17273028515783,20.02634274404651,25.10693322506205,0.4805762994602445,3.266941785812378,9933,0.050606060606060606,0.07747474747474747,0.2088888888888889,25.74111111111111,0.906070673512534,0.779816091954023,,28.232525252525253,23.24969696969697,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,21,10000,38.34268309309748,38.34268309309748,20.424247487655997,25.10693322506205,0.5271750934050097,5.943195581436157,9933,0.0504040404040404,0.07535353535353535,0.2175757575757576,25.943737373737374,0.5033725963958522,0.7554942528735633,,28.73838383838384,23.14909090909091,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,22,10000,34.72941386127964,34.72941386127964,18.913623628371475,25.10693322506205,0.38325989677673217,3.369083881378174,9933,0.053737373737373736,0.06747474747474748,0.2195959595959596,25.67919191919192,0.906070673512534,0.7084137931034483,,28.182222222222222,23.176161616161615,17f bimodal tall barriers
DMO,n50 m10 bimodal high,50,10,23,10000,39.741885849857226,39.741885849857226,20.881945022207983,25.10693322506205,0.5829048292599267,3.8484251499176025,9933,0.04828282828282828,0.07747474747474747,0.21313131313131314,26.325353535353536,0.30202355783751134,0.7742068965517241,,28.54282828282828,24.10787878787879,17f bimodal tall barriers
